"PostId","TagId"
4949,4
5680,4
6081,4
7084,4
9175,4
10167,4
12053,4
12261,4
12275,4
12432,4
12715,4
13038,4
13395,4
13983,4
15696,4
15940,4
16646,4
19069,4
19675,4
19771,4
20093,4
20177,4
20445,4
22489,4
22494,4
22957,4
23479,4
23593,4
24017,4
24744,4
25483,4
25878,4
26733,4
27088,4
27610,4
27721,4
28348,4
29709,4
3,5
196,5
614,5
1970,5
23830,5
24108,5
26699,5
27446,5
2,6
4,6
23,6
35,6
220,6
225,6
298,6
312,6
362,6
411,6
590,6
790,6
841,6
951,6
1001,6
1012,6
1028,6
1066,6
1093,6
1123,6
1174,6
1202,6
1253,6
1315,6
1455,6
1493,6
1538,6
1637,6
1709,6
1853,6
2035,6
2037,6
2091,6
2092,6
2214,6
2573,6
2587,6
2617,6
2639,6
2892,6
2893,6
2906,6
2934,6
2938,6
2958,6
3052,6
3136,6
3175,6
3215,6
3286,6
3309,6
3359,6
3390,6
3640,6
3650,6
3672,6
3727,6
3739,6
3787,6
3788,6
3805,6
3840,6
3894,6
3930,6
3965,6
3974,6
4023,6
4053,6
4125,6
4174,6
4203,6
4220,6
4288,6
4331,6
4354,6
4367,6
4507,6
4610,6
4623,6
4658,6
4708,6
4756,6
4818,6
4851,6
4908,6
4918,6
4932,6
4972,6
4987,6
5005,6
5013,6
5058,6
5092,6
5114,6
5119,6
5233,6
5315,6
5340,6
5343,6
5347,6
5372,6
5430,6
5483,6
5534,6
5543,6
5555,6
5560,6
5791,6
5819,6
5854,6
5870,6
5913,6
5960,6
6080,6
6091,6
6104,6
6109,6
6123,6
6147,6
6170,6
6302,6
6392,6
6480,6
6492,6
6493,6
6643,6
6706,6
6715,6
6728,6
6736,6
6744,6
6780,6
6852,6
6939,6
6940,6
7015,6
7029,6
7049,6
7103,6
7146,6
7164,6
7244,6
7326,6
7437,6
7450,6
7494,6
7542,6
7664,6
7681,6
7695,6
7763,6
7810,6
7976,6
8015,6
8099,6
8103,6
8127,6
8142,6
8147,6
8246,6
8283,6
8374,6
8446,6
8528,6
8551,6
8591,6
8662,6
8783,6
8788,6
8812,6
8960,6
8980,6
9030,6
9107,6
9281,6
9311,6
9501,6
9510,6
9610,6
9691,6
9767,6
9928,6
10006,6
10104,6
10152,6
10204,6
10220,6
10224,6
10303,6
10322,6
10369,6
10480,6
10517,6
10546,6
10587,6
10591,6
10603,6
10619,6
10639,6
10643,6
10726,6
10810,6
10847,6
10856,6
10900,6
10904,6
10982,6
11088,6
11105,6
11165,6
11176,6
11273,6
11310,6
11315,6
11396,6
11515,6
11557,6
11678,6
11749,6
11795,6
11832,6
11862,6
11896,6
11980,6
12134,6
12180,6
12232,6
12261,6
12283,6
12310,6
12443,6
12612,6
12654,6
12683,6
12704,6
12734,6
12763,6
12777,6
12781,6
12787,6
12845,6
12958,6
13026,6
13047,6
13061,6
13171,6
13186,6
13236,6
13245,6
13259,6
13264,6
13267,6
13307,6
13346,6
13347,6
13351,6
13362,6
13382,6
13421,6
13447,6
13496,6
13497,6
13555,6
13556,6
13630,6
13729,6
13736,6
13812,6
13828,6
13887,6
14033,6
14095,6
14122,6
14183,6
14354,6
14422,6
14458,6
14461,6
14536,6
14667,6
14673,6
14683,6
14689,6
14719,6
14804,6
14832,6
15001,6
15140,6
15322,6
15387,6
15395,6
15522,6
15589,6
15596,6
15656,6
15696,6
15716,6
15735,6
15784,6
15947,6
16010,6
16022,6
16037,6
16041,6
16083,6
16160,6
16233,6
16348,6
16461,6
16542,6
16732,6
16872,6
16908,6
16946,6
16949,6
16968,6
17022,6
17096,6
17098,6
17339,6
17345,6
17424,6
17537,6
17595,6
17654,6
17660,6
17685,6
17720,6
17730,6
17733,6
17768,6
17868,6
17933,6
17958,6
18110,6
18149,6
18184,6
18274,6
18408,6
18426,6
18433,6
18491,6
18550,6
18590,6
18603,6
18651,6
18692,6
18699,6
18718,6
18758,6
18797,6
18844,6
18937,6
19001,6
19127,6
19169,6
19214,6
19316,6
19376,6
19431,6
19521,6
19553,6
19670,6
19717,6
19735,6
19736,6
19758,6
19835,6
19866,6
19912,6
19928,6
19952,6
19981,6
19985,6
19986,6
20014,6
20079,6
20110,6
20129,6
20130,6
20149,6
20169,6
20227,6
20247,6
20300,6
20314,6
20476,6
20524,6
20624,6
20648,6
20666,6
20701,6
20723,6
21023,6
21127,6
21132,6
21180,6
21218,6
21263,6
21415,6
21420,6
21429,6
21437,6
21447,6
21512,6
21556,6
21628,6
21668,6
21758,6
22009,6
22041,6
22148,6
22200,6
22219,6
22234,6
22238,6
22277,6
22425,6
22542,6
22668,6
22685,6
22760,6
22764,6
22836,6
22954,6
23024,6
23053,6
23136,6
23152,6
23856,6
23955,6
23962,6
24135,6
24157,6
24197,6
24199,6
24214,6
24327,6
24385,6
24438,6
24508,6
24548,6
24568,6
24588,6
24640,6
24642,6
24650,6
24673,6
24839,6
24853,6
24887,6
25007,6
25010,6
25051,6
25095,6
25101,6
25204,6
25269,6
25290,6
25308,6
25327,6
25403,6
25523,6
25529,6
25539,6
25568,6
25620,6
25621,6
25660,6
25700,6
25709,6
25796,6
25827,6
25838,6
25890,6
25971,6
26025,6
26029,6
26038,6
26073,6
26121,6
26259,6
26396,6
26434,6
26512,6
26516,6
26584,6
26586,6
26622,6
26646,6
26654,6
26719,6
26837,6
26858,6
26876,6
27054,6
27097,6
27111,6
27167,6
27235,6
27255,6
27275,6
27279,6
27354,6
27371,6
27399,6
27435,6
27474,6
27546,6
27578,6
27798,6
27907,6
27908,6
27958,6
27994,6
28040,6
28098,6
28152,6
28262,6
28431,6
28433,6
28489,6
28618,6
28696,6
28704,6
28710,6
28729,6
28787,6
28800,6
28815,6
28992,6
29017,6
29187,6
29328,6
29362,6
29461,6
29463,6
29466,6
29709,6
29791,6
30048,6
30054,6
30109,6
30114,6
30233,6
30236,6
30278,6
30307,6
30365,6
30491,6
30580,6
30585,6
30597,6
30599,6
30677,6
30732,6
30743,6
30849,6
30858,6
30859,6
30919,6
6,9
113,9
256,9
258,9
321,9
480,9
490,9
517,9
526,9
581,9
596,9
602,9
638,9
652,9
725,9
770,9
880,9
886,9
897,9
973,9
1268,9
1292,9
1485,9
1856,9
1908,9
2146,9
2167,9
2179,9
2213,9
2291,9
2306,9
2344,9
2350,9
2430,9
2711,9
2739,9
2860,9
3109,9
3117,9
3271,9
3337,9
3380,9
3458,9
3759,9
3947,9
4019,9
4025,9
4065,9
4080,9
4127,9
4346,9
4408,9
4513,9
4840,9
4868,9
5026,9
5056,9
5093,9
5097,9
5224,9
5321,9
5363,9
5452,9
5704,9
5807,9
5844,9
5918,9
5987,9
6074,9
6298,9
6314,9
6317,9
6355,9
6516,9
6599,9
6776,9
6795,9
6809,9
6834,9
6855,9
6976,9
7057,9
7207,9
7224,9
7295,9
7302,9
7407,9
7482,9
7564,9
7610,9
7618,9
7630,9
7718,9
7757,9
7805,9
7813,9
7815,9
7882,9
7897,9
7915,9
8000,9
8087,9
8159,9
8169,9
8221,9
8266,9
8276,9
8419,9
8541,9
8566,9
8749,9
8783,9
8800,9
8817,9
8836,9
8859,9
8869,9
8907,9
8930,9
9064,9
9192,9
9253,9
9277,9
9329,9
9398,9
9533,9
9795,9
9844,9
9864,9
9885,9
9997,9
10049,9
10293,9
10363,9
10387,9
10423,9
10497,9
10535,9
10608,9
10672,9
10740,9
10787,9
11019,9
11032,9
11054,9
11142,9
11357,9
11421,9
11433,9
11544,9
11561,9
11594,9
11596,9
11602,9
11689,9
11696,9
11773,9
11807,9
11907,9
11909,9
12026,9
12068,9
12140,9
12161,9
12187,9
12195,9
12197,9
12291,9
12314,9
12341,9
12373,9
12378,9
12386,9
12411,9
12421,9
12425,9
12460,9
12477,9
12519,9
12569,9
12605,9
12641,9
12675,9
12687,9
12702,9
12823,9
12887,9
12907,9
12968,9
12969,9
13003,9
13006,9
13007,9
13051,9
13090,9
13194,9
13205,9
13303,9
13335,9
13499,9
13597,9
13598,9
13636,9
13638,9
13658,9
13699,9
13841,9
13869,9
13931,9
13943,9
13959,9
14007,9
14067,9
14194,9
14205,9
14219,9
14260,9
14303,9
14482,9
14557,9
14586,9
14665,9
14686,9
14761,9
14792,9
14802,9
14856,9
14876,9
14889,9
14916,9
15181,9
15227,9
15433,9
15445,9
15449,9
15464,9
15483,9
15548,9
15585,9
15728,9
15745,9
15875,9
15920,9
15996,9
16042,9
16046,9
16104,9
16194,9
16304,9
16480,9
16501,9
16630,9
16635,9
16717,9
16753,9
16805,9
16998,9
17045,9
17066,9
17116,9
17225,9
17227,9
17321,9
17401,9
17436,9
17476,9
17501,9
17504,9
17614,9
17711,9
17756,9
17766,9
17840,9
17859,9
17878,9
17892,9
17920,9
17936,9
17955,9
18002,9
18030,9
18034,9
18052,9
18116,9
18316,9
18381,9
18459,9
18483,9
18574,9
18581,9
18699,9
18739,9
18773,9
18815,9
18856,9
18891,9
18916,9
18973,9
19015,9
19044,9
19048,9
19079,9
19123,9
19124,9
19174,9
19222,9
19226,9
19258,9
19311,9
19322,9
19359,9
19398,9
19409,9
19506,9
19540,9
19555,9
19787,9
19870,9
19889,9
19902,9
19915,9
19972,9
19996,9
20010,9
20040,9
20082,9
20136,9
20157,9
20199,9
20235,9
20248,9
20297,9
20357,9
20396,9
20425,9
20537,9
20622,9
20660,9
20715,9
20720,9
20731,9
20756,9
20802,9
20943,9
20948,9
20962,9
21076,9
21109,9
21121,9
21291,9
21311,9
21326,9
21343,9
21395,9
21434,9
21463,9
21465,9
21471,9
21502,9
21519,9
21551,9
21556,9
21573,9
21585,9
21592,9
21623,9
21659,9
21713,9
21770,9
21822,9
21851,9
21885,9
21910,9
21922,9
22051,9
22056,9
22098,9
22128,9
22223,9
22243,9
22291,9
22322,9
22358,9
22381,9
22407,9
22414,9
22470,9
22504,9
22537,9
22549,9
22552,9
22572,9
22620,9
22645,9
22648,9
22654,9
22671,9
22690,9
22780,9
22792,9
22812,9
22884,9
23012,9
23025,9
23035,9
23037,9
23128,9
23143,9
23171,9
23177,9
23214,9
23235,9
23252,9
23292,9
23331,9
23348,9
23351,9
23357,9
23358,9
23365,9
23369,9
23371,9
23373,9
23377,9
23382,9
23388,9
23391,9
23399,9
23431,9
23435,9
23445,9
23456,9
23463,9
23507,9
23547,9
23582,9
23614,9
23640,9
23696,9
23727,9
23743,9
23744,9
23793,9
23795,9
23803,9
23816,9
23858,9
23871,9
23946,9
24002,9
24011,9
24034,9
24045,9
24099,9
24121,9
24122,9
24152,9
24184,9
24261,9
24272,9
24306,9
24313,9
24335,9
24396,9
24414,9
24419,9
24420,9
24437,9
24441,9
24469,9
24664,9
24751,9
24769,9
24774,9
24782,9
24825,9
24876,9
24959,9
24961,9
25036,9
25046,9
25066,9
25070,9
25078,9
25113,9
25121,9
25142,9
25190,9
25250,9
25253,9
25311,9
25352,9
25360,9
25387,9
25417,9
25435,9
25513,9
25524,9
25526,9
25555,9
25567,9
25584,9
25653,9
25677,9
25679,9
25696,9
25713,9
25735,9
25737,9
25820,9
25843,9
25846,9
25851,9
25934,9
25949,9
25952,9
26041,9
26044,9
26049,9
26100,9
26117,9
26184,9
26193,9
26218,9
26271,9
26301,9
26305,9
26381,9
26465,9
26497,9
26510,9
26520,9
26544,9
26547,9
26558,9
26626,9
26678,9
26728,9
26790,9
26792,9
26847,9
26970,9
26982,9
27011,9
27013,9
27049,9
27052,9
27120,9
27169,9
27212,9
27228,9
27309,9
27406,9
27423,9
27461,9
27471,9
27495,9
27730,9
27770,9
27808,9
27872,9
27874,9
27949,9
28010,9
28044,9
28057,9
28179,9
28183,9
28208,9
28255,9
28287,9
28353,9
28362,9
28375,9
28398,9
28406,9
28512,9
28540,9
28541,9
28608,9
28653,9
28745,9
28771,9
28833,9
28852,9
28857,9
28860,9
28877,9
28879,9
28949,9
28951,9
28968,9
29059,9
29086,9
29092,9
29354,9
29385,9
29386,9
29390,9
29569,9
29583,9
29596,9
29726,9
29757,9
29765,9
29805,9
29811,9
29819,9
29862,9
29944,9
29949,9
29956,9
29996,9
30025,9
30042,9
30075,9
30174,9
30185,9
30221,9
30265,9
30279,9
30335,9
30354,9
30411,9
30463,9
30474,9
30487,9
30593,9
30680,9
30813,9
30820,9
30888,9
30890,9
30945,9
30968,9
30989,9
31060,9
31066,9
7,10
145,10
641,10
715,10
899,10
973,10
1071,10
1501,10
2516,10
3676,10
3857,10
4451,10
4972,10
5306,10
5483,10
5893,10
5906,10
5937,10
6005,10
6061,10
6234,10
6550,10
6755,10
6806,10
6832,10
7056,10
7179,10
7256,10
7326,10
7467,10
7786,10
7817,10
7884,10
7951,10
8222,10
8800,10
8909,10
9038,10
9127,10
9148,10
9159,10
9217,10
9378,10
9536,10
9647,10
10045,10
10074,10
10311,10
10517,10
10871,10
11152,10
11283,10
11370,10
11519,10
11659,10
11714,10
11800,10
11815,10
11955,10
12020,10
12222,10
12570,10
12670,10
12703,10
12853,10
13061,10
13300,10
13309,10
13399,10
13487,10
13786,10
13960,10
13966,10
14072,10
14416,10
14714,10
14761,10
14908,10
15257,10
15318,10
15574,10
15581,10
15585,10
15626,10
15740,10
15818,10
15996,10
16042,10
16130,10
16151,10
16596,10
16599,10
16657,10
16679,10
16743,10
16817,10
16824,10
16838,10
17049,10
17272,10
17374,10
17494,10
17734,10
17805,10
17821,10
17866,10
17933,10
17947,10
18342,10
18478,10
18605,10
18833,10
18905,10
18950,10
19123,10
19972,10
20117,10
20145,10
20265,10
20439,10
20570,10
20656,10
20788,10
20865,10
20968,10
21169,10
21278,10
21486,10
21625,10
21889,10
21919,10
22189,10
22502,10
22572,10
22578,10
22628,10
22716,10
22857,10
22910,10
23093,10
23136,10
23367,10
23493,10
23990,10
24118,10
24261,10
24477,10
24493,10
24527,10
24531,10
24534,10
24578,10
24662,10
24780,10
24931,10
24997,10
25000,10
25348,10
25424,10
25435,10
25451,10
25776,10
26296,10
26427,10
26436,10
26591,10
26620,10
26917,10
27052,10
27247,10
27446,10
27953,10
28109,10
28661,10
28848,10
28905,10
29183,10
29572,10
29681,10
29763,10
29778,10
29984,10
30183,10
30447,10
30509,10
30849,10
30901,10
7,11
269,11
887,11
1315,11
1369,11
4084,11
4912,11
8127,11
8389,11
13386,11
13435,11
14393,11
15701,11
16982,11
17626,11
19686,11
19995,11
20879,11
20945,11
21308,11
21484,11
23656,11
24129,11
25221,11
26237,11
26431,11
26475,11
27401,11
28045,11
28517,11
28881,11
30193,11
30620,11
7,12
21,12
269,12
2628,12
5172,12
7681,12
8657,12
9240,12
10778,12
12938,12
12958,12
13736,12
14323,12
14381,12
16599,12
17539,12
17890,12
21484,12
22182,12
23656,12
23900,12
24373,12
26345,12
26485,12
26684,12
29415,12
29758,12
30599,12
10,15
928,15
977,15
3661,15
4218,15
5299,15
5560,15
5765,15
6519,15
6896,15
8063,15
8632,15
9030,15
10302,15
12148,15
13232,15
15154,15
15454,15
15947,15
16596,15
18809,15
19476,15
20435,15
20689,15
21807,15
22479,15
23900,15
24829,15
26829,15
27418,15
29712,15
10,16
203,16
952,16
2248,16
2374,16
2576,16
3119,16
3180,16
3915,16
3921,16
3989,16
4093,16
4239,16
4383,16
4691,16
6358,16
6791,16
7019,16
7659,16
7923,16
8956,16
9446,16
9918,16
9972,16
10382,16
10394,16
10910,16
11191,16
11255,16
11500,16
11628,16
11713,16
12867,16
13543,16
13833,16
13849,16
13903,16
14461,16
16602,16
16692,16
16923,16
16958,16
17976,16
18249,16
19426,16
19873,16
20196,16
20435,16
20439,16
20790,16
21119,16
21289,16
21697,16
22136,16
22230,16
22241,16
22737,16
23591,16
25846,16
25894,16
26619,16
27026,16
27452,16
27879,16
27883,16
28572,16
30020,16
30790,16
11,17
1874,17
4043,17
4909,17
5015,17
11983,17
13235,17
13510,17
13783,17
14798,17
16287,17
16313,17
16489,17
16492,17
21725,17
21789,17
21893,17
22619,17
23032,17
25165,17
28478,17
29628,17
30339,17
30643,17
31021,17
11,18
213,18
715,18
1062,18
1927,18
2111,18
3474,18
3974,18
6320,18
7730,18
12913,18
19605,18
20949,18
25255,18
17,21
249,21
555,21
859,21
1266,21
1555,21
1637,21
1818,21
2067,21
2104,21
2315,21
2469,21
2684,21
2730,21
2824,21
2956,21
2962,21
3383,21
3466,21
3504,21
3537,21
3634,21
3661,21
4485,21
4530,21
4544,21
4600,21
4762,21
4898,21
5038,21
5184,21
5250,21
5266,21
5278,21
5346,21
5617,21
5680,21
5926,21
5935,21
6081,21
6208,21
6232,21
6245,21
6265,21
6326,21
6350,21
6453,21
6475,21
6477,21
6535,21
6579,21
6592,21
6820,21
6865,21
6891,21
6990,21
7132,21
7279,21
7318,21
7620,21
7775,21
7973,21
8001,21
8130,21
8237,21
8352,21
8377,21
8562,21
8854,21
8877,21
9121,21
9242,21
9263,21
9267,21
9306,21
9407,21
9425,21
9456,21
9519,21
9550,21
9556,21
9692,21
9712,21
9751,21
10038,21
10095,21
10111,21
10182,21
10191,21
10276,21
10285,21
10309,21
10353,21
10602,21
11079,21
11113,21
11141,21
11209,21
11246,21
11296,21
11328,21
11370,21
11374,21
11437,21
11473,21
11494,21
11734,21
11887,21
12023,21
12030,21
12118,21
12151,21
12343,21
12398,21
12453,21
12587,21
12643,21
12765,21
12993,21
12997,21
13132,21
13197,21
13241,21
13318,21
13385,21
13743,21
13788,21
14078,21
14088,21
14146,21
14228,21
14534,21
14600,21
14660,21
14765,21
14947,21
14978,21
15067,21
15102,21
15104,21
15167,21
15207,21
15407,21
15482,21
15514,21
15526,21
15582,21
15735,21
15771,21
15841,21
15958,21
15982,21
16032,21
16110,21
16219,21
16270,21
16276,21
16308,21
16513,21
16601,21
16641,21
16665,21
16688,21
16702,21
16734,21
16760,21
16853,21
16947,21
17014,21
17015,21
17207,21
17319,21
17378,21
17387,21
17494,21
17788,21
17805,21
17845,21
17899,21
17938,21
17962,21
17997,21
18006,21
18073,21
18084,21
18123,21
18137,21
18143,21
18404,21
18424,21
18425,21
18579,21
18738,21
18770,21
18827,21
18854,21
18951,21
18964,21
19067,21
19069,21
19073,21
19150,21
19281,21
19307,21
19390,21
19391,21
19427,21
19571,21
19781,21
19935,21
19936,21
19954,21
19958,21
19966,21
20002,21
20026,21
20088,21
20305,21
20414,21
20452,21
20508,21
20584,21
20772,21
20904,21
20919,21
20949,21
21011,21
21071,21
21107,21
21112,21
21120,21
21284,21
21365,21
21724,21
21811,21
22066,21
22116,21
22123,21
22188,21
22216,21
22302,21
22372,21
22478,21
22479,21
22512,21
22626,21
22815,21
22849,21
22916,21
22972,21
23197,21
24046,21
24077,21
24314,21
24484,21
24618,21
24701,21
24819,21
24899,21
24936,21
25085,21
25251,21
25276,21
25483,21
25486,21
25651,21
25668,21
25875,21
25891,21
26031,21
26067,21
26220,21
26270,21
26341,21
26377,21
26441,21
26461,21
26475,21
26505,21
26564,21
26661,21
26743,21
26759,21
26810,21
26855,21
26874,21
26897,21
26951,21
26974,21
27171,21
27384,21
27499,21
27610,21
27624,21
27721,21
27832,21
27896,21
27945,21
27962,21
28086,21
28242,21
28348,21
28483,21
28484,21
28486,21
28498,21
28537,21
28542,21
28574,21
28601,21
28623,21
28649,21
28675,21
28845,21
28876,21
28906,21
28938,21
29008,21
29013,21
29089,21
29213,21
29253,21
29280,21
29329,21
29479,21
29676,21
29812,21
29823,21
29847,21
29859,21
29875,21
29961,21
30301,21
30329,21
30388,21
30478,21
30609,21
30900,21
30921,21
30931,21
31118,21
31131,21
21,23
5893,23
10074,23
11277,23
15318,23
15784,23
26284,23
27061,23
27211,23
29638,23
22,26
499,26
1611,26
2272,26
5903,26
6518,26
8347,26
9275,26
9599,26
11769,26
15131,26
16456,26
17417,26
23501,26
26396,26
29646,26
29835,26
31123,26
23,27
881,27
1964,27
2573,27
3175,27
4220,27
5733,27
6302,27
7631,27
8704,27
12654,27
12930,27
14483,27
14930,27
16509,27
17177,27
18110,27
18438,27
19280,27
20375,27
22230,27
22607,27
23005,27
24488,27
26153,27
26624,27
27388,27
29413,27
29683,27
23,28
2909,28
4140,28
4851,28
6302,28
6643,28
6668,28
10768,28
12654,28
13047,28
13342,28
14930,28
15522,28
15879,28
15891,28
16876,28
18286,28
20110,28
22394,28
23005,28
24112,28
24129,28
25548,28
28186,28
28721,28
28903,28
30858,28
25,30
95,30
161,30
173,30
242,30
409,30
459,30
481,30
492,30
562,30
942,30
964,30
1060,30
1142,30
1207,30
1223,30
1268,30
1270,30
1321,30
1427,30
1459,30
1542,30
1838,30
1841,30
1955,30
2072,30
2077,30
2146,30
2237,30
2323,30
2384,30
2585,30
2623,30
2648,30
2686,30
2966,30
2975,30
3181,30
3193,30
3232,30
3238,30
3249,30
3316,30
3331,30
3337,30
3368,30
3407,30
3463,30
3564,30
3589,30
3616,30
3641,30
3672,30
3689,30
3708,30
3749,30
3788,30
3840,30
3955,30
3980,30
3997,30
4030,30
4043,30
4086,30
4101,30
4142,30
4146,30
4155,30
4172,30
4196,30
4200,30
4296,30
4399,30
4431,30
4556,30
4585,30
4695,30
4783,30
4844,30
4856,30
4914,30
5045,30
5149,30
5170,30
5173,30
5189,30
5290,30
5305,30
5461,30
5479,30
5562,30
5650,30
5696,30
5724,30
5734,30
5836,30
5982,30
6033,30
6097,30
6152,30
6158,30
6239,30
6275,30
6287,30
6329,30
6330,30
6366,30
6377,30
6455,30
6469,30
6483,30
6487,30
6498,30
6513,30
6520,30
6544,30
6571,30
6630,30
6653,30
6707,30
6746,30
6777,30
6798,30
6835,30
6920,30
6958,30
6967,30
7059,30
7070,30
7074,30
7103,30
7110,30
7141,30
7166,30
7251,30
7268,30
7292,30
7521,30
7532,30
7579,30
7583,30
7694,30
7727,30
7795,30
7797,30
7865,30
7876,30
7929,30
7956,30
7975,30
8000,30
8006,30
8012,30
8055,30
8161,30
8166,30
8185,30
8334,30
8351,30
8358,30
8373,30
8415,30
8462,30
8502,30
8567,30
8568,30
8614,30
8617,30
8732,30
8738,30
8750,30
8779,30
8791,30
8807,30
8868,30
8909,30
9127,30
9198,30
9233,30
9301,30
9306,30
9385,30
9447,30
9475,30
9506,30
9512,30
9566,30
9595,30
9615,30
9667,30
9736,30
9745,30
9748,30
9767,30
9794,30
9839,30
9842,30
9886,30
9951,30
10013,30
10037,30
10096,30
10109,30
10110,30
10150,30
10162,30
10267,30
10271,30
10308,30
10359,30
10386,30
10425,30
10486,30
10519,30
10526,30
10604,30
10750,30
10961,30
10984,30
11069,30
11108,30
11157,30
11186,30
11203,30
11220,30
11225,30
11322,30
11331,30
11347,30
11411,30
11413,30
11414,30
11478,30
11498,30
11510,30
11532,30
11544,30
11582,30
11636,30
11737,30
11759,30
11840,30
11869,30
11927,30
11929,30
11987,30
11990,30
12020,30
12026,30
12041,30
12090,30
12105,30
12115,30
12164,30
12165,30
12222,30
12282,30
12305,30
12316,30
12498,30
12526,30
12597,30
12618,30
12622,30
12651,30
12710,30
12712,30
12733,30
12749,30
12873,30
12885,30
12902,30
12955,30
12958,30
12966,30
12969,30
12980,30
13031,30
13052,30
13058,30
13172,30
13178,30
13216,30
13221,30
13230,30
13469,30
13476,30
13515,30
13531,30
13584,30
13614,30
13650,30
13675,30
13740,30
13756,30
13812,30
13841,30
13950,30
13979,30
13984,30
14079,30
14099,30
14110,30
14127,30
14161,30
14175,30
14197,30
14215,30
14229,30
14345,30
14351,30
14374,30
14482,30
14512,30
14547,30
14565,30
14705,30
14734,30
14742,30
14799,30
14887,30
14898,30
14948,30
14981,30
14998,30
15042,30
15068,30
15182,30
15252,30
15257,30
15408,30
15455,30
15475,30
15480,30
15518,30
15519,30
15530,30
15562,30
15579,30
15585,30
15608,30
15648,30
15689,30
15860,30
15957,30
16054,30
16117,30
16121,30
16245,30
16348,30
16362,30
16545,30
16583,30
16882,30
16915,30
16930,30
