"QuestionId","AnswerId","Score","CreationDate","AnswerCommentCount","IsAcceptedAnswer"
15447,15461,2,"2011-09-12 11:35:17",1,FALSE
15447,30121,2,"2012-06-09 05:11:23",0,FALSE
15448,15459,2,"2011-09-12 07:26:58",1,TRUE
15448,24838,-1,"2012-03-18 09:02:55",2,FALSE
15449,21869,1,"2012-01-28 13:21:09",0,FALSE
15449,22249,4,"2012-02-04 02:52:28",2,FALSE
15449,22250,1,"2012-02-04 03:28:19",5,FALSE
15454,15488,1,"2011-09-12 22:51:25",1,TRUE
15456,15457,5,"2011-09-12 06:27:28",1,TRUE
15456,15458,4,"2011-09-12 06:37:51",2,FALSE
15456,15462,2,"2011-09-12 12:19:20",1,FALSE
15463,15465,3,"2011-09-12 12:57:35",0,TRUE
15463,15478,2,"2011-09-12 18:35:42",0,FALSE
15469,15470,6,"2011-09-12 15:34:56",3,TRUE
15474,15476,1,"2011-09-12 17:27:57",6,FALSE
15477,15481,5,"2011-09-12 19:11:37",2,TRUE
15480,15513,1,"2011-09-13 19:06:30",0,FALSE
15482,15484,8,"2011-09-12 19:56:53",3,FALSE
15482,15495,3,"2011-09-13 00:12:17",1,FALSE
15485,15508,4,"2011-09-13 15:14:46",0,FALSE
15486,15491,2,"2011-09-12 23:20:01",7,TRUE
15487,15492,2,"2011-09-12 23:21:43",2,FALSE
15489,15493,7,"2011-09-12 23:44:44",11,TRUE
15490,15494,4,"2011-09-13 00:02:19",3,TRUE
15496,15500,2,"2011-09-13 07:46:04",0,FALSE
15496,15504,3,"2011-09-13 13:23:10",0,FALSE
15497,15498,14,"2011-09-13 04:43:48",0,FALSE
15497,15503,6,"2011-09-13 09:55:54",1,FALSE
15497,15546,-2,"2011-09-14 15:28:15",2,FALSE
15501,15506,3,"2011-09-13 13:55:26",7,FALSE
15505,15507,8,"2011-09-13 14:12:08",0,FALSE
15511,15512,6,"2011-09-13 17:51:40",12,TRUE
15514,15515,2,"2011-09-13 20:13:56",0,FALSE
15514,15517,9,"2011-09-13 20:57:44",2,FALSE
15514,15533,6,"2011-09-14 09:03:45",0,FALSE
15514,15544,1,"2011-09-14 14:29:12",0,FALSE
15514,15644,2,"2011-09-16 09:52:13",0,FALSE
15518,15521,2,"2011-09-13 23:29:04",0,TRUE
15519,15520,4,"2011-09-13 23:22:16",4,TRUE
15519,15524,2,"2011-09-14 02:47:57",2,FALSE
15522,15523,4,"2011-09-14 01:12:14",5,TRUE
15526,15532,10,"2011-09-14 08:59:57",9,TRUE
15527,15528,2,"2011-09-14 06:00:43",3,FALSE
15529,15537,2,"2011-09-14 12:47:17",0,FALSE
15529,15542,3,"2011-09-14 14:24:59",0,FALSE
15529,15557,7,"2011-09-14 18:39:59",4,TRUE
15530,19564,2,"2011-12-08 19:29:55",0,FALSE
15535,15547,1,"2011-09-14 15:45:42",2,FALSE
15536,15539,9,"2011-09-14 13:32:46",0,FALSE
15540,15543,3,"2011-09-14 14:28:10",0,FALSE
15541,15545,5,"2011-09-14 14:38:03",3,TRUE
15541,15554,5,"2011-09-14 18:12:06",0,FALSE
15548,15600,0,"2011-09-15 14:05:42",2,FALSE
15548,19834,1,"2011-12-14 20:39:41",0,FALSE
15550,15553,8,"2011-09-14 18:10:27",0,FALSE
15550,15615,2,"2011-09-15 21:17:29",0,FALSE
15552,15559,6,"2011-09-14 18:50:53",1,FALSE
15552,15566,4,"2011-09-14 23:40:23",6,FALSE
15556,15558,3,"2011-09-14 18:42:18",1,FALSE
15556,15560,8,"2011-09-14 19:35:01",0,FALSE
15564,15587,0,"2011-09-15 11:37:21",2,FALSE
15564,15630,1,"2011-09-16 04:42:12",2,FALSE
15565,15583,4,"2011-09-15 11:18:47",1,FALSE
15565,15720,6,"2011-09-18 12:15:36",6,TRUE
15567,15568,2,"2011-09-15 00:24:11",4,FALSE
15567,15628,0,"2011-09-16 04:19:31",2,FALSE
15569,15571,6,"2011-09-15 01:36:41",0,FALSE
15570,15573,2,"2011-09-15 02:38:06",0,FALSE
15572,15709,1,"2011-09-17 23:01:02",0,TRUE
15574,15575,10,"2011-09-15 04:44:48",1,TRUE
15574,15599,1,"2011-09-15 13:46:08",0,FALSE
15577,20456,3,"2012-01-01 21:44:55",6,FALSE
15578,15586,0,"2011-09-15 11:35:20",2,TRUE
15579,15595,3,"2011-09-15 13:34:41",1,FALSE
15579,15614,2,"2011-09-15 20:52:01",2,FALSE
15580,16510,3,"2011-10-05 00:03:49",1,FALSE
15581,15591,1,"2011-09-15 13:00:50",2,FALSE
15581,15609,2,"2011-09-15 17:44:04",5,TRUE
15582,15602,1,"2011-09-15 14:10:18",0,FALSE
15582,15732,0,"2011-09-18 22:34:32",0,FALSE
15585,15590,2,"2011-09-15 12:58:48",2,TRUE
15589,15622,2,"2011-09-16 00:58:48",1,FALSE
15592,15605,1,"2011-09-15 15:14:37",0,FALSE
15593,15625,1,"2011-09-16 01:49:24",0,TRUE
15596,15780,1,"2011-09-20 03:59:44",0,FALSE
15596,15785,0,"2011-09-20 07:23:48",0,FALSE
15597,15607,4,"2011-09-15 17:12:49",2,TRUE
15598,15601,3,"2011-09-15 14:10:18",0,TRUE
15598,15604,2,"2011-09-15 15:07:01",2,FALSE
15603,15610,2,"2011-09-15 17:47:27",3,TRUE
15603,15700,1,"2011-09-17 14:06:17",0,FALSE
15616,15617,1,"2011-09-15 23:17:47",0,FALSE
15616,15620,1,"2011-09-16 00:03:46",0,FALSE
15618,15619,1,"2011-09-15 23:56:17",2,FALSE
15623,15624,0,"2011-09-16 01:33:02",0,FALSE
15623,15636,1,"2011-09-16 07:28:45",2,FALSE
15626,15684,1,"2011-09-17 00:25:18",2,TRUE
15627,15632,6,"2011-09-16 06:27:24",5,FALSE
15631,15633,3,"2011-09-16 06:42:55",0,FALSE
15631,15634,3,"2011-09-16 06:43:20",2,FALSE
15635,15637,1,"2011-09-16 07:35:02",1,TRUE
15638,15666,2,"2011-09-16 16:20:14",2,FALSE
15639,15640,1,"2011-09-16 09:04:43",0,FALSE
15641,15646,1,"2011-09-16 10:49:30",0,TRUE
15641,15647,1,"2011-09-16 11:18:34",0,FALSE
15642,15652,1,"2011-09-16 12:52:30",1,FALSE
15648,15661,3,"2011-09-16 15:10:43",0,TRUE
15649,15658,3,"2011-09-16 14:23:10",2,TRUE
15649,15680,2,"2011-09-16 20:55:12",0,FALSE
15651,15659,-2,"2011-09-16 14:30:07",4,FALSE
15651,15663,2,"2011-09-16 15:50:59",1,FALSE
15655,15660,2,"2011-09-16 15:09:58",1,TRUE
15655,15668,1,"2011-09-16 16:45:16",1,FALSE
15655,15672,0,"2011-09-16 17:49:57",1,FALSE
15662,15665,1,"2011-09-16 16:07:20",1,FALSE
15664,15667,7,"2011-09-16 16:38:32",1,TRUE
15664,15694,1,"2011-09-17 11:02:09",2,FALSE
15670,15674,6,"2011-09-16 18:01:36",1,FALSE
15670,15675,14,"2011-09-16 18:07:21",1,FALSE
15670,15676,10,"2011-09-16 18:16:11",1,FALSE
15670,15678,7,"2011-09-16 19:54:30",0,FALSE
15670,15679,4,"2011-09-16 20:45:31",0,FALSE
15670,15693,3,"2011-09-17 09:52:24",3,FALSE
15670,15812,0,"2011-09-20 20:18:20",0,FALSE
15670,15921,0,"2011-09-22 14:02:14",0,FALSE
15670,15939,0,"2011-09-22 19:40:00",0,FALSE
15670,21678,0,"2012-01-25 10:55:31",0,FALSE
15670,21688,1,"2012-01-25 14:29:20",0,FALSE
15681,15682,1,"2011-09-16 21:25:10",0,FALSE
15681,15685,3,"2011-09-17 00:32:17",0,TRUE
15686,15690,5,"2011-09-17 07:47:20",3,TRUE
15687,15688,2,"2011-09-17 04:53:14",0,FALSE
15689,19565,1,"2011-12-08 19:34:54",0,FALSE
15692,15695,1,"2011-09-17 12:00:06",1,FALSE
15692,15697,2,"2011-09-17 12:27:56",1,FALSE
15692,15737,1,"2011-09-19 04:55:45",0,FALSE
15692,15808,1,"2011-09-20 18:46:26",1,FALSE
15696,15702,5,"2011-09-17 16:01:14",3,TRUE
15696,15712,0,"2011-09-18 02:35:26",1,FALSE
15696,15825,0,"2011-09-21 06:38:46",0,FALSE
15696,15827,0,"2011-09-21 07:35:25",0,FALSE
15701,15704,5,"2011-09-17 18:31:00",9,TRUE
15701,16527,1,"2011-10-05 07:05:09",1,FALSE
15701,17085,2,"2011-10-16 22:01:49",0,FALSE
15703,15733,1,"2011-09-18 23:02:17",4,FALSE
15707,15708,3,"2011-09-17 22:02:45",1,TRUE
15713,15714,0,"2011-09-18 07:14:51",3,FALSE
15713,15719,1,"2011-09-18 11:38:55",8,FALSE
15713,15721,5,"2011-09-18 14:11:02",3,FALSE
15713,15748,3,"2011-09-19 11:43:24",3,FALSE
15713,15759,4,"2011-09-19 15:36:01",0,FALSE
15713,15795,4,"2011-09-20 11:45:27",4,FALSE
15717,25686,1,"2012-04-02 09:25:43",1,FALSE
15722,15723,2,"2011-09-18 15:15:28",3,TRUE
15722,15726,2,"2011-09-18 16:49:11",0,FALSE
15724,15725,4,"2011-09-18 16:36:28",3,TRUE
15724,15734,3,"2011-09-18 23:04:27",0,FALSE
15728,15816,1,"2011-09-20 21:34:03",0,FALSE
15728,15833,0,"2011-09-21 09:23:09",0,FALSE
15730,15731,0,"2011-09-18 22:21:36",0,TRUE
15735,15736,2,"2011-09-19 02:38:03",0,FALSE
15738,15799,1,"2011-09-20 14:59:20",0,FALSE
15738,18636,0,"2011-11-19 17:29:31",3,FALSE
15741,15746,1,"2011-09-19 09:27:28",1,FALSE
15741,17213,0,"2011-10-18 17:42:30",0,FALSE
15744,15751,3,"2011-09-19 12:13:21",2,FALSE
15744,15756,5,"2011-09-19 13:32:46",2,TRUE
15744,15758,3,"2011-09-19 13:41:28",0,FALSE
15745,15788,1,"2011-09-20 08:34:50",0,TRUE
15745,15789,1,"2011-09-20 09:18:18",0,FALSE
15747,15766,2,"2011-09-19 17:29:26",0,FALSE
15749,15750,4,"2011-09-19 11:55:03",2,FALSE
15749,15876,2,"2011-09-21 22:44:24",1,TRUE
15752,15755,0,"2011-09-19 13:27:29",1,FALSE
15752,15775,1,"2011-09-20 02:01:30",0,TRUE
15753,15754,0,"2011-09-19 13:18:10",6,FALSE
15753,15769,2,"2011-09-19 18:47:03",1,FALSE
15757,15764,2,"2011-09-19 17:12:07",1,TRUE
15760,15762,4,"2011-09-19 16:21:24",2,FALSE
15760,15767,6,"2011-09-19 17:46:33",8,FALSE
15760,15772,6,"2011-09-19 20:27:58",3,FALSE
15760,26466,-2,"2012-04-14 20:30:50",5,FALSE
15761,15763,4,"2011-09-19 16:44:51",0,FALSE
15761,15787,6,"2011-09-20 08:16:38",1,FALSE
15761,15792,1,"2011-09-20 11:17:54",0,FALSE
15770,15774,3,"2011-09-20 00:19:06",0,FALSE
15770,15782,4,"2011-09-20 05:25:49",0,FALSE
15770,15797,2,"2011-09-20 12:04:53",2,FALSE
15771,15773,5,"2011-09-19 21:21:57",3,TRUE
15776,15778,1,"2011-09-20 03:54:49",2,FALSE
15776,16148,10,"2011-09-28 02:02:32",0,FALSE
15776,24981,2,"2012-03-21 01:37:42",0,FALSE
15777,15779,3,"2011-09-20 03:59:02",9,TRUE
15781,15783,1,"2011-09-20 05:39:21",2,FALSE
15784,15801,1,"2011-09-20 15:20:49",2,FALSE
15784,15803,3,"2011-09-20 17:19:28",7,FALSE
15784,15850,2,"2011-09-21 15:10:45",1,TRUE
15786,15793,6,"2011-09-20 11:24:31",1,TRUE
15790,15796,5,"2011-09-20 11:50:21",2,FALSE
15791,21039,0,"2012-01-13 12:31:15",0,FALSE
15791,21059,1,"2012-01-13 17:28:08",4,FALSE
15794,15821,5,"2011-09-21 00:07:52",2,TRUE
15798,15817,3,"2011-09-20 22:45:12",0,FALSE
15805,15811,4,"2011-09-20 19:35:16",0,TRUE
15807,15834,1,"2011-09-21 09:29:49",0,FALSE
15807,15846,0,"2011-09-21 13:47:19",0,FALSE
15809,15810,2,"2011-09-20 19:22:34",2,TRUE
15814,15820,1,"2011-09-20 23:15:48",0,FALSE
15814,20033,2,"2011-12-20 13:33:49",0,FALSE
15815,15863,11,"2011-09-21 20:02:34",2,FALSE
15824,15914,1,"2011-09-22 10:51:56",0,FALSE
15826,15835,1,"2011-09-21 10:00:52",0,FALSE
15828,15831,4,"2011-09-21 08:36:32",1,FALSE
15828,15832,1,"2011-09-21 09:17:13",2,FALSE
15838,15916,1,"2011-09-22 11:33:11",0,TRUE
15840,15852,7,"2011-09-21 15:48:39",4,TRUE
15840,15854,1,"2011-09-21 17:07:50",3,FALSE
15840,15877,5,"2011-09-21 23:06:14",1,FALSE
15840,15887,2,"2011-09-22 02:09:51",0,FALSE
15840,15963,0,"2011-09-23 09:01:16",0,FALSE
15841,15847,1,"2011-09-21 14:15:45",7,FALSE
15841,15881,1,"2011-09-21 23:58:41",0,FALSE
15841,15890,0,"2011-09-22 04:06:20",0,FALSE
15842,15848,2,"2011-09-21 14:55:26",2,TRUE
15843,15865,2,"2011-09-21 20:42:34",0,TRUE
15849,15858,1,"2011-09-21 18:28:18",5,TRUE
15849,15859,4,"2011-09-21 18:39:44",2,FALSE
15853,15856,1,"2011-09-21 17:21:50",0,FALSE
15853,15866,1,"2011-09-21 21:02:58",2,FALSE
15853,15885,0,"2011-09-22 01:33:37",0,TRUE
15860,15864,1,"2011-09-21 20:29:55",8,TRUE
15867,15901,2,"2011-09-22 07:26:07",0,FALSE
15867,15909,3,"2011-09-22 08:30:45",3,FALSE
15868,15869,2,"2011-09-21 21:49:22",3,FALSE
15868,15873,2,"2011-09-21 22:24:40",0,FALSE
15868,15910,3,"2011-09-22 08:36:44",0,FALSE
15870,15871,1,"2011-09-21 22:14:39",0,FALSE
15870,15898,11,"2011-09-22 06:32:56",2,TRUE
15872,15874,14,"2011-09-21 22:31:27",0,FALSE
15872,15883,-2,"2011-09-22 00:34:45",2,FALSE
15872,27014,0,"2012-04-24 08:03:34",0,FALSE
15872,27063,1,"2012-04-24 22:32:25",0,FALSE
15878,15880,9,"2011-09-21 23:43:06",1,FALSE
15878,15882,6,"2011-09-22 00:30:37",0,FALSE
15879,15896,3,"2011-09-22 05:35:10",0,FALSE
15879,15907,2,"2011-09-22 08:19:36",0,TRUE
15888,15893,7,"2011-09-22 04:41:52",2,FALSE
15888,16138,0,"2011-09-27 19:26:42",1,FALSE
15889,15892,0,"2011-09-22 04:31:35",0,FALSE
15889,15894,4,"2011-09-22 05:09:53",2,FALSE
15891,15895,3,"2011-09-22 05:33:17",4,FALSE
15891,15905,0,"2011-09-22 08:10:42",0,FALSE
15891,15908,1,"2011-09-22 08:21:10",5,FALSE
15891,15961,1,"2011-09-23 08:28:33",2,FALSE
15897,15902,4,"2011-09-22 07:55:39",2,TRUE
15899,15924,0,"2011-09-22 14:37:58",0,FALSE
15899,18717,2,"2011-11-21 16:18:37",0,FALSE
15900,15903,3,"2011-09-22 07:58:23",0,FALSE
15904,15906,3,"2011-09-22 08:13:11",0,TRUE
15911,15943,1,"2011-09-22 20:12:08",2,FALSE
15912,15945,1,"2011-09-22 20:23:59",2,FALSE
15913,15915,4,"2011-09-22 11:17:40",2,TRUE
15913,15917,3,"2011-09-22 12:18:34",3,FALSE
15922,15925,1,"2011-09-22 15:05:40",4,FALSE
15927,15932,3,"2011-09-22 17:51:15",4,TRUE
15928,15933,1,"2011-09-22 18:19:41",6,FALSE
15934,15935,1,"2011-09-22 19:00:53",0,TRUE
15934,15938,1,"2011-09-22 19:18:29",0,FALSE
15936,15962,2,"2011-09-23 08:39:37",2,FALSE
15940,15946,6,"2011-09-22 20:40:46",2,TRUE
15942,15969,3,"2011-09-23 12:51:10",2,FALSE
15950,15998,2,"2011-09-24 02:01:05",2,FALSE
15950,21978,3,"2012-01-30 21:15:35",0,TRUE
15951,15956,6,"2011-09-23 05:47:38",1,FALSE
15951,15964,3,"2011-09-23 09:40:44",0,FALSE
15951,15972,2,"2011-09-23 14:56:35",0,FALSE
15951,15999,1,"2011-09-24 02:04:58",0,FALSE
15957,15968,2,"2011-09-23 10:56:45",1,FALSE
15958,15960,13,"2011-09-23 08:27:21",3,FALSE
15970,30440,1,"2012-06-14 10:30:08",1,FALSE
15971,15973,2,"2011-09-23 15:09:07",1,FALSE
15971,15975,4,"2011-09-23 15:37:11",0,FALSE
15971,15990,1,"2011-09-23 19:31:19",0,FALSE
15974,15977,1,"2011-09-23 16:06:04",0,FALSE
15976,15997,1,"2011-09-23 23:56:58",0,FALSE
15978,15986,3,"2011-09-23 17:24:12",0,TRUE
15979,16035,4,"2011-09-26 02:22:05",1,FALSE
15979,16053,6,"2011-09-26 06:47:46",2,TRUE
15980,16017,1,"2011-09-25 02:41:25",8,FALSE
15981,15988,3,"2011-09-23 18:21:59",0,TRUE
15982,17358,1,"2011-10-21 05:44:17",0,FALSE
15983,16004,0,"2011-09-24 04:28:28",2,FALSE
15983,16005,2,"2011-09-24 07:31:55",2,FALSE
15984,15987,8,"2011-09-23 17:42:07",5,TRUE
15984,16588,1,"2011-10-06 06:39:56",2,FALSE
15984,16590,5,"2011-10-06 07:18:32",0,FALSE
15984,16591,1,"2011-10-06 07:42:41",5,FALSE
15989,16024,1,"2011-09-25 12:59:54",0,FALSE
15989,16033,1,"2011-09-26 00:36:29",0,TRUE
15991,15992,6,"2011-09-23 21:17:30",0,TRUE
15991,15993,2,"2011-09-23 21:33:47",0,FALSE
15995,16016,1,"2011-09-25 02:15:30",6,TRUE
16000,16002,1,"2011-09-24 02:53:15",4,FALSE
16001,16006,6,"2011-09-24 07:33:53",2,TRUE
16001,16007,2,"2011-09-24 08:58:32",5,FALSE
16003,16025,2,"2011-09-25 13:04:52",1,FALSE
16008,16009,10,"2011-09-24 09:42:37",2,TRUE
16008,16036,2,"2011-09-26 03:06:43",1,FALSE
16008,26238,2,"2012-04-11 02:46:06",0,FALSE
16010,16014,1,"2011-09-25 00:44:24",7,TRUE
16013,16015,4,"2011-09-25 01:49:07",6,TRUE
16013,16073,5,"2011-09-26 18:39:47",0,FALSE
16018,16019,2,"2011-09-25 06:04:05",0,FALSE
16018,16020,4,"2011-09-25 06:05:34",1,TRUE
16018,16021,1,"2011-09-25 07:57:01",0,FALSE
16022,16023,2,"2011-09-25 12:56:31",4,TRUE
16022,16029,0,"2011-09-25 18:52:42",1,FALSE
16022,16134,1,"2011-09-27 18:31:41",1,FALSE
16030,16031,3,"2011-09-25 22:29:54",13,FALSE
16032,16034,2,"2011-09-26 00:49:14",1,FALSE
16037,16038,1,"2011-09-25 20:03:47",0,FALSE
16037,16039,2,"2011-09-25 22:26:10",0,FALSE
16037,16040,2,"2011-09-26 01:29:46",0,FALSE
16042,16043,1,"2011-09-23 01:54:05",1,TRUE
16042,16044,1,"2011-09-23 04:29:52",1,FALSE
16046,16047,0,"2010-07-10 18:28:30",2,FALSE
16046,16048,1,"2010-07-10 18:56:57",0,FALSE
16046,16049,4,"2010-07-10 20:00:16",2,TRUE
16046,16072,1,"2011-09-26 17:46:44",0,FALSE
16046,16075,1,"2011-09-26 19:14:49",0,FALSE
16046,16112,1,"2011-09-27 13:42:49",0,FALSE
16051,16052,1,"2010-10-04 06:46:43",0,FALSE
16051,16076,0,"2011-09-26 19:16:54",0,FALSE
16054,16055,2,"2011-09-26 01:52:46",0,FALSE
16054,16058,2,"2011-09-26 13:32:20",0,FALSE
16054,16191,1,"2011-09-29 06:35:37",0,FALSE
16057,16060,6,"2011-09-26 14:28:29",3,TRUE
16057,16070,3,"2011-09-26 17:07:40",0,FALSE
16057,16180,2,"2011-09-28 23:21:53",0,FALSE
16062,16064,1,"2011-09-26 15:07:50",1,FALSE
16063,16068,9,"2011-09-26 16:24:58",1,TRUE
16063,16139,2,"2011-09-27 19:36:54",1,FALSE
16063,16140,1,"2011-09-27 19:44:37",0,FALSE
16065,16067,4,"2011-09-26 16:10:35",2,TRUE
16069,16071,2,"2011-09-26 17:19:04",0,TRUE
16069,16086,0,"2011-09-27 01:01:38",0,FALSE
16069,16090,1,"2011-09-27 03:41:44",0,FALSE
16074,16079,2,"2011-09-26 20:52:47",0,TRUE
16080,16082,2,"2011-09-26 22:45:32",1,TRUE
16080,16085,2,"2011-09-27 00:49:01",0,FALSE
16084,16093,1,"2011-09-27 04:40:54",0,FALSE
16088,16162,0,"2011-09-28 13:51:00",3,TRUE
16089,16091,5,"2011-09-27 04:13:37",1,TRUE
16089,16092,3,"2011-09-27 04:14:16",0,FALSE
16095,16096,2,"2011-09-27 06:54:57",4,TRUE
16095,16097,3,"2011-09-27 07:49:45",4,FALSE
16098,16099,1,"2011-09-27 08:16:53",1,FALSE
16098,16100,2,"2011-09-27 08:43:40",9,FALSE
16098,16102,3,"2011-09-27 09:31:50",2,FALSE
16104,16127,2,"2011-09-27 16:16:28",0,TRUE
16104,16132,1,"2011-09-27 18:04:33",0,FALSE
16105,16158,0,"2011-09-28 12:07:49",0,FALSE
16106,16109,7,"2011-09-27 13:27:23",4,TRUE
16106,16116,2,"2011-09-27 14:45:49",3,FALSE
16106,16120,5,"2011-09-27 15:41:13",1,FALSE
16107,16113,3,"2011-09-27 14:05:33",0,FALSE
16107,16114,7,"2011-09-27 14:17:29",2,FALSE
16107,16115,6,"2011-09-27 14:43:50",4,TRUE
16108,16111,2,"2011-09-27 13:41:47",0,TRUE
16110,16387,5,"2011-10-03 07:49:55",2,FALSE
16110,16400,1,"2011-10-03 12:47:39",1,FALSE
16110,16427,5,"2011-10-03 20:17:50",1,TRUE
16117,16123,0,"2011-09-27 15:47:30",1,FALSE
16117,16126,7,"2011-09-27 16:07:02",0,FALSE
16117,16135,1,"2011-09-27 18:36:10",0,FALSE
16117,16136,1,"2011-09-27 18:53:34",0,FALSE
16117,16169,5,"2011-09-28 16:38:15",5,FALSE
16119,16125,1,"2011-09-27 15:56:00",0,FALSE
16121,16280,2,"2011-09-30 10:51:32",4,FALSE
16121,16376,1,"2011-10-03 02:23:45",0,FALSE
16122,16129,0,"2011-09-27 16:38:05",3,FALSE
16122,16189,3,"2011-09-29 06:08:12",0,TRUE
16122,16314,0,"2011-10-01 06:19:33",0,FALSE
16124,16128,5,"2011-09-27 16:32:11",9,TRUE
16130,16131,5,"2011-09-27 17:58:58",3,FALSE
16130,16133,4,"2011-09-27 18:19:26",1,FALSE
16130,16622,2,"2011-10-06 18:20:36",3,FALSE
16130,16675,2,"2011-10-07 15:38:08",1,FALSE
16130,16819,2,"2011-10-10 23:40:15",2,FALSE
16130,16888,1,"2011-10-12 06:35:07",0,FALSE
16137,16145,1,"2011-09-28 01:06:10",0,FALSE
16137,16147,0,"2011-09-28 02:01:27",3,TRUE
16141,16163,1,"2011-09-28 13:51:54",3,TRUE
16142,16144,1,"2011-09-28 00:43:00",1,FALSE
16142,17663,0,"2011-10-28 02:36:39",0,FALSE
16146,16149,7,"2011-09-28 02:47:44",2,FALSE
16146,16166,2,"2011-09-28 15:25:08",1,FALSE
16146,16168,2,"2011-09-28 15:53:12",2,FALSE
16151,16152,0,"2011-09-26 21:37:43",0,FALSE
16151,16153,2,"2011-09-27 07:54:27",0,FALSE
16151,16154,2,"2011-09-27 08:24:31",0,FALSE
16151,16155,1,"2011-09-27 08:28:34",0,FALSE
16151,16156,1,"2011-09-27 08:52:08",1,FALSE
16151,16157,1,"2011-09-27 11:12:58",0,FALSE
16151,16159,1,"2011-09-28 12:31:33",0,FALSE
16151,16161,1,"2011-09-28 13:28:11",0,TRUE
16164,16165,1,"2011-09-28 14:36:33",5,FALSE
16164,16184,3,"2011-09-29 03:46:35",1,FALSE
16164,16192,3,"2011-09-29 06:40:30",0,FALSE
16170,16173,7,"2011-09-28 19:21:36",4,TRUE
16170,16177,0,"2011-09-28 21:30:35",2,FALSE
16174,16175,0,"2011-09-27 15:02:12",1,FALSE
16174,16176,0,"2011-09-28 07:26:03",0,FALSE
16174,16240,1,"2011-09-29 20:00:08",1,TRUE
16178,16179,4,"2011-09-28 23:10:39",5,FALSE
16178,16182,1,"2011-09-29 02:42:34",2,FALSE
16185,16186,4,"2011-09-29 04:54:21",0,TRUE
16193,16446,0,"2011-10-04 01:53:30",1,FALSE
16193,16447,0,"2011-10-04 02:08:43",5,FALSE
16193,17900,3,"2011-11-03 19:35:50",1,FALSE
16194,16244,1,"2011-09-29 22:06:20",2,TRUE
16198,16199,18,"2009-02-02 14:24:31",5,FALSE
16198,16200,9,"2009-02-02 14:24:58",0,FALSE
16198,16201,2,"2009-02-02 14:25:44",0,FALSE
16198,16202,11,"2009-02-02 14:29:15",2,FALSE
16198,16203,5,"2009-02-02 14:31:27",1,FALSE
16198,16204,15,"2009-02-02 14:44:30",7,FALSE
16198,16205,7,"2009-02-02 15:11:56",0,TRUE
16198,16206,0,"2009-02-13 09:22:19",0,FALSE
16207,16208,0,"2009-04-12 07:26:45",4,FALSE
16207,16209,3,"2009-04-12 07:35:41",2,FALSE
16207,16210,0,"2009-04-12 07:53:27",0,FALSE
16207,16211,5,"2009-04-12 07:57:36",2,TRUE
16207,16212,0,"2009-04-12 15:22:27",0,FALSE
16207,16213,1,"2009-06-24 12:16:27",0,FALSE
